rank_hybrid,material_id,formula,space_group_number,crystal_system,gnn_probability,hybrid_probability,hybrid_probability_std,explicit_only_probability,embedding_only_probability,formation_energy_per_atom,energy_above_hull,band_gap,n_magnetic_sites,magnetic_elements,dft_priority_score,dft_selected,rationale
22028,mp-1214872,mp-1214872,217,cubic,9.347556656495904e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.260518184615383,0.052408436538462,0.0,0,,-0.052257231822976945,False,hybrid=0.000; hull=0.052408436538462; magnetic=
22029,mp-1286964,mp-1286964,1,triclinic,9.2027698255358e-39,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.46316092969697,0.052410118977271,0.7047000000000001,0,,-0.052258914261785944,False,hybrid=0.000; hull=0.052410118977271; magnetic=
22030,mp-25383,mp-25383,5,monoclinic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.454063754761904,0.052414637678571,0.0,0,,-0.05226343296308594,False,hybrid=0.000; hull=0.052414637678571; magnetic=
22031,mp-759191,mp-759191,166,trigonal,8.07412463026141e-31,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.5816086400000011,0.052433154250004,0.0,0,,-0.052281949534518944,False,hybrid=0.000; hull=0.052433154250004; magnetic=
22032,mp-27226,mp-27226,59,orthorhombic,3.2385833576191263e-16,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.588865911666667,0.052433773333335,0.0,0,,-0.052282568617849946,False,hybrid=0.000; hull=0.052433773333335; magnetic=
22033,mp-1175310,mp-1175310,2,triclinic,1.9650541405900941e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.117556007207855,0.052435339791654,0.0,0,,-0.05228413507616894,False,hybrid=0.000; hull=0.052435339791654; magnetic=
22034,mp-1285272,mp-1285272,8,monoclinic,1.8849215357369024e-19,0.00016055146435742986,0.0,0.00016055146435742986,0.00016055146435742986,-2.960505993030303,0.052444780511367,1.8637,0,,-0.05228422904700957,False,hybrid=0.000; hull=0.052444780511367; magnetic=
22035,mp-776129,mp-776129,62,orthorhombic,1.401298464324817e-44,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.920922298611112,0.052441190277778,1.644,0,,-0.052289985562292945,False,hybrid=0.000; hull=0.052441190277778; magnetic=
22036,mp-1176462,mp-1176462,1,triclinic,0.0023765878286212,0.000583400199916805,0.0,0.000583400199916805,0.000583400199916805,-2.7233458243103463,0.05288142703703,0.0,0,,-0.052298026837113196,False,hybrid=0.001; hull=0.05288142703703; magnetic=
22037,mp-1197008,mp-1197008,55,orthorhombic,1.3602494034945837e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.466937418219694,0.052449832121208,0.0,0,,-0.05229862740572294,False,hybrid=0.000; hull=0.052449832121208; magnetic=
22038,mp-770354,mp-770354,14,monoclinic,7.165670299238658e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.5746724126851843,0.052458399999999,0.7829,0,,-0.05230719528451395,False,hybrid=0.000; hull=0.052458399999999; magnetic=
22039,mp-758740,mp-758740,122,tetragonal,3.266079762328719e-14,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.307842498613095,0.052459816750005,3.1359,0,,-0.05230861203451995,False,hybrid=0.000; hull=0.052459816750005; magnetic=
22040,mp-770511,mp-770511,55,orthorhombic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.031354083847382,0.052466291944451,0.0,0,,-0.05231508722896595,False,hybrid=0.000; hull=0.052466291944451; magnetic=
22041,mp-1199380,mp-1199380,14,monoclinic,7.144556474214525e-11,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.478835450488722,0.05246796082237,0.0,0,,-0.052316756106884944,False,hybrid=0.000; hull=0.05246796082237; magnetic=
22042,mp-1223328,mp-1223328,193,hexagonal,8.744705281726843e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.7071752199999991,0.052473565,0.0,0,,-0.052322360284514945,False,hybrid=0.000; hull=0.052473565; magnetic=
22043,mp-556203,mp-556203,5,monoclinic,1.2117562865693761e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.9728455825862072,0.052503460086214,0.0,0,,-0.05235225537072895,False,hybrid=0.000; hull=0.052503460086214; magnetic=
22044,mp-763497,mp-763497,1,triclinic,1.691103022085776e-34,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.603159403018707,0.052505528897971,2.729899999999999,0,,-0.052354324182485944,False,hybrid=0.000; hull=0.052505528897971; magnetic=
22045,mp-36069,mp-36069,74,orthorhombic,2.8891619888973613e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.481405397857143,0.052511556785713,0.0,0,,-0.05236035207022795,False,hybrid=0.000; hull=0.052511556785713; magnetic=
22046,mp-1175375,mp-1175375,8,monoclinic,2.8620761109936682e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.117472248457855,0.052519098541655,0.376599999999999,0,,-0.052367893826169944,False,hybrid=0.000; hull=0.052519098541655; magnetic=
22047,mp-1176776,mp-1176776,227,cubic,5.13870248280092e-34,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.9520190945833332,0.0525198625,0.8184,0,,-0.052368657784514945,False,hybrid=0.000; hull=0.0525198625; magnetic=
22048,mp-850410,mp-850410,2,triclinic,1.935765423170001e-31,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.45492535076234,0.052528226470592,0.6674000000000001,0,,-0.052377021755106945,False,hybrid=0.000; hull=0.052528226470592; magnetic=
22049,mp-20141,mp-20141,57,orthorhombic,1.316337738432803e-40,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.997871996970443,0.052537243571428,0.0,0,,-0.052386038855942944,False,hybrid=0.000; hull=0.052537243571428; magnetic=
22050,mp-2716527,mp-2716527,1,triclinic,7.01192137885035e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.892026146620668,0.052541680306266,2.5488,0,,-0.052390475590780944,False,hybrid=0.000; hull=0.052541680306266; magnetic=
22051,mp-754438,mp-754438,14,monoclinic,1.4497251426135325e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.254533626108374,0.052545982142857,0.0,0,,-0.05239477742737195,False,hybrid=0.000; hull=0.052545982142857; magnetic=
22052,mp-850401,mp-850401,76,tetragonal,2.744531059809475e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.678992005595238,0.052562040039684,2.3571,0,,-0.05241083532419895,False,hybrid=0.000; hull=0.052562040039684; magnetic=
22053,mp-766596,mp-766596,61,orthorhombic,5.550233404949866e-31,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.29867361162037,0.052565768287038,3.3054,0,,-0.05241456357155295,False,hybrid=0.000; hull=0.052565768287038; magnetic=
22054,mp-754260,mp-754260,1,triclinic,2.6165425199994605e-21,0.00015892593332202042,0.0,0.00015892593332202042,0.00015892593332202042,-2.52486152111111,0.052591056249987,0.575499999999999,0,,-0.05243213031666498,False,hybrid=0.000; hull=0.052591056249987; magnetic=
22055,mp-1290720,mp-1290720,2,triclinic,3.7366481842450806e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.083846611982759,0.052592088281249,0.0,0,,-0.05244088356576394,False,hybrid=0.000; hull=0.052592088281249; magnetic=
22056,mp-779336,mp-779336,5,monoclinic,1.3347678168276313e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.614957291071428,0.052595301625,2.7965,0,,-0.052444096909514945,False,hybrid=0.000; hull=0.052595301625; magnetic=
22057,mp-1220087,mp-1220087,74,orthorhombic,2.533945966200528e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.585390585716667,0.05259622316662,3.2486,0,,-0.052445018451134945,False,hybrid=0.000; hull=0.05259622316662; magnetic=
22058,mp-774994,mp-774994,1,triclinic,1.1063745483099676e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.283087546888888,0.052597621590265,1.6274000000000002,0,,-0.052446416874779946,False,hybrid=0.000; hull=0.052597621590265; magnetic=
22059,mp-770901,mp-770901,4,monoclinic,2.4236458651648307e-15,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.895208633712119,0.052603958371216,1.9035,0,,-0.052452753655730947,False,hybrid=0.000; hull=0.052603958371216; magnetic=
22060,mp-765989,mp-765989,4,monoclinic,1.1009241489349369e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.088430849963428,0.052608475454547,3.9571,0,,-0.052457270739061944,False,hybrid=0.000; hull=0.052608475454547; magnetic=
22061,mp-761253,mp-761253,1,triclinic,3.220899662643552e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.283062203555555,0.052622964923598,1.5639999999999992,0,,-0.05247176020811294,False,hybrid=0.000; hull=0.052622964923598; magnetic=
22062,mp-753138,mp-753138,46,orthorhombic,2.0531591903410993e-22,0.00020812949641054257,0.0,0.00020812949641054257,0.00020812949641054257,-2.3054019875,0.052693397592586,0.0,0,,-0.05248526809617545,False,hybrid=0.000; hull=0.052693397592586; magnetic=
22063,mp-758858,mp-758858,12,monoclinic,6.739348876495923e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.6648033915277782,0.052636601250002,1.4028,0,,-0.05248539653451695,False,hybrid=0.000; hull=0.052636601250002; magnetic=
22064,mp-1277859,mp-1277859,8,monoclinic,2.8274502281910557e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.043579419640805,0.052640445625,0.665099999999999,0,,-0.05248924090951494,False,hybrid=0.000; hull=0.052640445625; magnetic=
22065,mp-773145,mp-773145,20,orthorhombic,3.6211677118323775e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.701284757192982,0.052646317403506,1.358099999999999,0,,-0.05249511268802094,False,hybrid=0.000; hull=0.052646317403506; magnetic=
22066,mp-1234317,mp-1234317,1,triclinic,5.605193857299268e-45,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.8532150211290332,0.052667308508062,0.6488,0,,-0.05251610379257694,False,hybrid=0.000; hull=0.052667308508062; magnetic=
22067,mp-1213339,mp-1213339,47,orthorhombic,8.3488196495900005e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.337215264166665,0.052678760208333,0.0,0,,-0.05252755549284795,False,hybrid=0.000; hull=0.052678760208333; magnetic=
22068,mp-1172964,mp-1172964,1,triclinic,1.0813246865920388e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.490059865701058,0.052701558611103,4.1348,0,,-0.05255035389561794,False,hybrid=0.000; hull=0.052701558611103; magnetic=
22069,mp-762590,mp-762590,1,triclinic,9.718286264615017e-08,0.0002738221467564215,0.0,0.0002738221467564215,0.0002738221467564215,-1.81465494291872,0.052834133154755,0.3939,0,,-0.05256031100799858,False,hybrid=0.000; hull=0.052834133154755; magnetic=
22070,mp-757345,mp-757345,37,orthorhombic,5.87716622866479e-18,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.580714481558175,0.052714251785708,3.6388,0,,-0.05256304707022295,False,hybrid=0.000; hull=0.052714251785708; magnetic=
22071,mp-1193566,mp-1193566,185,hexagonal,1.1738231534242155e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.328339994187502,0.052716520250001,2.4261,0,,-0.05256531553451595,False,hybrid=0.000; hull=0.052716520250001; magnetic=
22072,mp-1280694,mp-1280694,1,triclinic,4.606550482698978e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.636659642821736,0.052719125885427,0.0241,0,,-0.052567921169941946,False,hybrid=0.000; hull=0.052719125885427; magnetic=
22073,mp-558327,mp-558327,15,monoclinic,3.55300517336094e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.143735324166666,0.052724449965371,3.3899,0,,-0.05257324524988594,False,hybrid=0.000; hull=0.052724449965371; magnetic=
22074,mp-776669,mp-776669,2,triclinic,1.6164781177973916e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.508714258036398,0.052743120833331,1.372099999999999,0,,-0.052591916117845944,False,hybrid=0.000; hull=0.052743120833331; magnetic=
22075,mp-1354917,mp-1354917,8,monoclinic,1.6720621345983402e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.648918607142857,0.052744683095236,1.177299999999999,0,,-0.052593478379750945,False,hybrid=0.000; hull=0.052744683095236; magnetic=
22076,mp-759738,mp-759738,9,monoclinic,1.2471556332490872e-43,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.495730443333332,0.052745821785718,3.0244,0,,-0.05259461707023295,False,hybrid=0.000; hull=0.052745821785718; magnetic=
22077,mp-755942,mp-755942,1,triclinic,1.401298464324817e-45,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.091828397590995,0.052748627499994,3.302899999999999,0,,-0.05259742278450894,False,hybrid=0.000; hull=0.052748627499994; magnetic=
22078,mp-1317444,mp-1317444,2,triclinic,2.2212397008237505e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.118312180905172,0.052749497291663,0.755999999999999,0,,-0.052598292576177944,False,hybrid=0.000; hull=0.052749497291663; magnetic=
22079,mp-758489,mp-758489,33,orthorhombic,3.3257603061878937e-15,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.6108392191091943,0.05275402828719,0.1955,0,,-0.05260282357170495,False,hybrid=0.000; hull=0.05275402828719; magnetic=
22080,mp-1208106,mp-1208106,194,hexagonal,2.3264336532134544e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.341095068771949,0.052757406798246,0.0,0,,-0.05260620208276094,False,hybrid=0.000; hull=0.052757406798246; magnetic=
22081,mp-780116,mp-780116,5,monoclinic,2.114733916869227e-07,0.0001698630825439243,0.0,0.0001698630825439243,0.0001698630825439243,-2.437339827643678,0.052777625509249,0.0,0,,-0.052607762426705076,False,hybrid=0.000; hull=0.052777625509249; magnetic=
22082,mp-775915,mp-775915,14,monoclinic,1.743046255491999e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.5810230719780662,0.052760176071456,4.28,0,,-0.052608971355970945,False,hybrid=0.000; hull=0.052760176071456; magnetic=
22083,mp-779002,mp-779002,1,triclinic,5.584046707133303e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.402549486176191,0.052760532495232,1.127,0,,-0.052609327779746945,False,hybrid=0.000; hull=0.052760532495232; magnetic=
22084,mp-760279,mp-760279,1,triclinic,1.3894341120233562e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.2829223997777772,0.052762768701375,1.369,0,,-0.052611563985889946,False,hybrid=0.000; hull=0.052762768701375; magnetic=
22085,mp-758978,mp-758978,12,monoclinic,6.288026357488692e-35,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.313812269333332,0.052766551694451,0.0,0,,-0.05261534697896594,False,hybrid=0.000; hull=0.052766551694451; magnetic=
22086,mp-775961,mp-775961,1,triclinic,1.2779766788327384e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.187274011813217,0.052766617625001,1.1143,0,,-0.05261541290951594,False,hybrid=0.000; hull=0.052766617625001; magnetic=
22087,mp-770173,mp-770173,64,orthorhombic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.193256119137931,0.052767370384615,0.842299999999999,0,,-0.052616165669129945,False,hybrid=0.000; hull=0.052767370384615; magnetic=
22088,mp-1041171,mp-1041171,156,trigonal,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.135862393809523,0.052792534583324,1.3434,0,,-0.05264132986783895,False,hybrid=0.000; hull=0.052792534583324; magnetic=
22089,mp-1177474,mp-1177474,33,orthorhombic,9.738456289702304e-27,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.0796015349999992,0.052807113666665,1.7624,0,,-0.05265590895117994,False,hybrid=0.000; hull=0.052807113666665; magnetic=
22090,mp-780664,mp-780664,12,monoclinic,0.3906828165054321,0.0011701551584840362,0.0,0.0011701551584840362,0.0011701551584840362,-2.722400110421456,0.05382714092592,0.0,0,,-0.052656985767435965,False,hybrid=0.001; hull=0.05382714092592; magnetic=
22091,mp-761278,mp-761278,1,triclinic,2.1178912713245107e-35,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.282873339555555,0.052811828923598,1.66,0,,-0.05266062420811295,False,hybrid=0.000; hull=0.052811828923598; magnetic=
22092,mp-1213872,mp-1213872,216,cubic,1.2547439846090324e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.365400232499997,0.052811970000002,0.0,0,,-0.05266076528451694,False,hybrid=0.000; hull=0.052811970000002; magnetic=
22093,mp-2716440,mp-2716440,1,triclinic,1.827172567506366e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.651091547194172,0.052812360107146,1.2288,0,,-0.05266115539166095,False,hybrid=0.000; hull=0.052812360107146; magnetic=
22094,mp-756560,mp-756560,15,monoclinic,1.385293865426195e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.192186945972221,0.052817981666667,2.5468,0,,-0.052666776951181944,False,hybrid=0.000; hull=0.052817981666667; magnetic=
22095,mp-768461,mp-768461,15,monoclinic,3.7187763285428937e-11,0.00017725923650985394,0.0,0.00017725923650985394,0.00017725923650985394,-1.925160495412122,0.052847773638399,0.0,0,,-0.05267051440188915,False,hybrid=0.000; hull=0.052847773638399; magnetic=
22096,mp-510292,mp-510292,31,orthorhombic,2.122134323194296e-15,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.360495210510204,0.052821966845235,0.0,0,,-0.05267076212974994,False,hybrid=0.000; hull=0.052821966845235; magnetic=
22097,mp-1103235,mp-1103235,205,cubic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.003301625000001,0.052834793333335,0.0,0,,-0.05268358861784995,False,hybrid=0.000; hull=0.052834793333335; magnetic=
